clientnum,attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio
710289783,Attrited Customer,43,Female,2,Uneducated,Divorced,Less Than $40k,Blue,25,5,2,4,2086.00,2007.00,79.00,1.05,2537.00,48.00,0.60,0.96
778718658,Existing Customer,33,Female,2,High School,Divorced,Unknown,Blue,15,3,3,4,9725.00,0.00,9725.00,0.75,4062.00,65.00,0.71,0.00
771222558,Existing Customer,45,Female,3,Graduate,Unknown,Less Than $40k,Blue,32,6,1,3,2900.00,2018.00,882.00,0.71,4467.00,79.00,0.76,0.70
789109983,Existing Customer,40,Female,3,High School,Divorced,$40k - $60k,Blue,28,4,1,4,4464.00,1418.00,3046.00,0.92,3870.00,73.00,0.46,0.32
710538183,Existing Customer,53,Female,3,Graduate,Divorced,Less Than $40k,Blue,42,3,2,4,1529.00,563.00,966.00,0.79,4220.00,83.00,0.84,0.37
714620358,Attrited Customer,37,Female,2,Graduate,Divorced,Less Than $40k,Blue,30,3,3,4,3328.00,2517.00,811.00,0.55,2196.00,47.00,0.62,0.76
789212883,Attrited Customer,30,Female,1,Uneducated,Divorced,Less Than $40k,Blue,19,6,1,2,1644.00,0.00,1644.00,0.82,2533.00,44.00,0.52,0.00
720235608,Existing Customer,60,Female,0,Graduate,Unknown,Less Than $40k,Blue,36,4,3,1,3828.00,0.00,3828.00,0.60,4470.00,58.00,0.81,0.00
714406158,Attrited Customer,53,Female,3,High School,Divorced,Unknown,Blue,36,4,3,6,7939.00,0.00,7939.00,0.55,2269.00,42.00,0.31,0.00
709666908,Existing Customer,42,Female,4,Graduate,Divorced,Unknown,Blue,36,3,3,1,2782.00,1782.00,1000.00,0.85,4669.00,93.00,0.76,0.64
720436008,Existing Customer,54,Female,1,Doctorate,Unknown,Less Than $40k,Blue,43,4,6,4,5267.00,0.00,5267.00,0.63,4196.00,81.00,0.59,0.00
716402508,Existing Customer,49,Female,3,Graduate,Unknown,Less Than $40k,Blue,36,4,3,3,2705.00,1681.00,1024.00,0.58,4265.00,87.00,0.78,0.62
779841483,Attrited Customer,55,Female,1,Doctorate,Married,Unknown,Blue,39,1,3,3,12972.00,1424.00,11548.00,0.53,2238.00,36.00,0.20,0.11
710138883,Attrited Customer,47,Female,3,Graduate,Unknown,Less Than $40k,Blue,36,5,2,2,8109.00,0.00,8109.00,0.60,1835.00,43.00,0.34,0.00
711561933,Existing Customer,57,Female,1,Uneducated,Divorced,Less Than $40k,Blue,47,6,6,1,2201.00,1420.00,781.00,0.76,4256.00,70.00,0.59,0.65
711555483,Existing Customer,43,Female,3,High School,Unknown,Unknown,Blue,36,3,3,2,8777.00,2517.00,6260.00,0.70,4551.00,83.00,0.73,0.29
815525508,Existing Customer,46,Female,3,High School,Unknown,Less Than $40k,Blue,41,2,1,4,1515.00,0.00,1515.00,0.82,3894.00,60.00,0.82,0.00
708584208,Attrited Customer,36,Female,2,Graduate,Unknown,Less Than $40k,Blue,36,5,2,4,3111.00,2517.00,594.00,0.65,2367.00,41.00,0.52,0.81
767280633,Existing Customer,46,Female,2,Graduate,Unknown,Less Than $40k,Blue,39,5,2,2,3003.00,1454.00,1549.00,0.60,4378.00,96.00,0.55,0.48
712369308,Attrited Customer,48,Female,4,Doctorate,Divorced,$40k - $60k,Blue,35,4,3,2,3646.00,1047.00,2599.00,0.63,1969.00,38.00,0.52,0.29
712721358,Attrited Customer,48,Female,3,Uneducated,Divorced,Less Than $40k,Blue,36,5,3,2,4073.00,2517.00,1556.00,0.58,2059.00,43.00,0.43,0.62
716626008,Existing Customer,51,Female,2,Graduate,Divorced,Unknown,Blue,36,4,3,4,5062.00,1659.00,3403.00,0.84,4243.00,102.00,0.67,0.33
708706833,Attrited Customer,39,Female,3,Uneducated,Divorced,Unknown,Blue,36,4,3,3,2809.00,0.00,2809.00,0.85,2466.00,40.00,0.54,0.00
779491908,Existing Customer,47,Female,4,Post-Graduate,Unknown,Unknown,Blue,29,5,2,1,8644.00,1391.00,7253.00,0.90,4272.00,59.00,0.69,0.16
711206958,Existing Customer,41,Female,3,High School,Divorced,Unknown,Blue,31,3,1,2,2416.00,1305.00,1111.00,0.93,4163.00,73.00,0.70,0.54
716354883,Attrited Customer,59,Female,0,Graduate,Unknown,Unknown,Blue,49,2,3,2,9076.00,0.00,9076.00,0.90,3048.00,53.00,0.66,0.00
779307558,Existing Customer,53,Female,1,College,Unknown,$40k - $60k,Blue,35,4,3,3,3585.00,0.00,3585.00,0.78,4806.00,81.00,0.65,0.00
720774183,Existing Customer,40,Female,1,High School,Divorced,Less Than $40k,Blue,30,6,2,1,2579.00,1959.00,620.00,0.62,4300.00,69.00,0.68,0.76
720531633,Attrited Customer,55,Female,1,Graduate,Unknown,Less Than $40k,Blue,36,4,2,2,3552.00,2517.00,1035.00,0.87,2665.00,36.00,0.33,0.71
708794133,Existing Customer,46,Female,4,High School,Unknown,Less Than $40k,Blue,37,3,1,4,2533.00,2136.00,397.00,0.76,3197.00,50.00,1.17,0.84
708269583,Existing Customer,42,Female,3,Uneducated,Divorced,Less Than $40k,Blue,28,6,2,4,2029.00,1377.00,652.00,0.84,4014.00,86.00,0.69,0.68
714140133,Existing Customer,42,Female,4,Graduate,Unknown,Less Than $40k,Blue,32,3,1,2,2314.00,1547.00,767.00,0.80,4678.00,74.00,1.00,0.67
788638908,Existing Customer,43,Female,2,Graduate,Divorced,Less Than $40k,Blue,30,4,2,4,2351.00,2127.00,224.00,0.70,4278.00,71.00,0.82,0.91
827635083,Existing Customer,59,Female,0,Graduate,Unknown,Unknown,Blue,55,4,3,3,1438.30,755.00,683.30,0.62,4222.00,75.00,0.74,0.53
708334158,Existing Customer,46,Female,3,Graduate,Divorced,Less Than $40k,Blue,34,4,2,4,9863.00,686.00,9177.00,0.58,3068.00,58.00,0.93,0.07
812488608,Existing Customer,44,Female,3,College,Unknown,Less Than $40k,Blue,39,6,1,3,5024.00,2209.00,2815.00,0.66,4908.00,73.00,0.66,0.44
772172883,Existing Customer,46,Female,2,Uneducated,Unknown,$40k - $60k,Blue,35,6,2,1,6145.00,1349.00,4796.00,0.97,4893.00,93.00,0.82,0.22
708837858,Existing Customer,44,Female,4,Doctorate,Unknown,Less Than $40k,Blue,34,5,2,2,2718.00,1718.00,1000.00,0.68,4423.00,68.00,0.62,0.63
714487458,Attrited Customer,49,Female,5,Graduate,Divorced,$40k - $60k,Blue,40,6,4,2,2920.00,0.00,2920.00,0.52,2306.00,39.00,0.63,0.00
788752833,Existing Customer,52,Female,2,High School,Divorced,Less Than $40k,Blue,32,6,3,4,2427.00,1581.00,846.00,0.69,3857.00,69.00,0.82,0.65
827423433,Existing Customer,41,Female,4,Graduate,Divorced,Less Than $40k,Blue,37,5,1,4,7492.00,1399.00,6093.00,0.53,3668.00,67.00,0.68,0.19
711278283,Existing Customer,61,Female,1,High School,Unknown,Less Than $40k,Blue,50,5,1,2,8604.00,1075.00,7529.00,0.46,4705.00,65.00,0.81,0.13
719962458,Existing Customer,44,Female,2,Graduate,Unknown,Less Than $40k,Blue,34,3,2,2,2561.00,1491.00,1070.00,0.73,4869.00,70.00,0.52,0.58
770740308,Existing Customer,49,Female,4,Graduate,Unknown,$40k - $60k,Blue,35,3,3,2,2631.00,1699.00,932.00,0.67,4691.00,92.00,0.70,0.65
787493808,Attrited Customer,48,Female,4,Graduate,Unknown,Less Than $40k,Blue,36,5,2,2,2700.00,2480.00,220.00,0.69,2396.00,49.00,0.53,0.92
810586833,Existing Customer,38,Female,3,Graduate,Divorced,Unknown,Blue,33,6,2,3,29638.00,857.00,28781.00,0.48,3429.00,78.00,0.70,0.03
717131283,Existing Customer,43,Female,4,High School,Divorced,$40k - $60k,Blue,34,5,1,1,6034.00,1579.00,4455.00,0.75,4712.00,67.00,0.91,0.26
715297908,Attrited Customer,41,Female,4,College,Unknown,Unknown,Blue,22,4,2,3,1438.30,1125.00,313.30,0.61,2534.00,52.00,0.49,0.78
711267633,Attrited Customer,50,Female,3,Graduate,Divorced,Less Than $40k,Blue,40,5,4,4,4248.00,316.00,3932.00,0.66,2271.00,36.00,0.33,0.07
719035758,Existing Customer,53,Female,3,Uneducated,Divorced,Less Than $40k,Blue,43,5,1,2,2383.00,1516.00,867.00,0.86,4917.00,78.00,0.95,0.64
710226708,Existing Customer,55,Female,2,Uneducated,Divorced,Less Than $40k,Blue,49,5,2,1,1438.30,680.00,758.30,0.77,4573.00,93.00,0.69,0.47
812465958,Existing Customer,53,Female,3,Post-Graduate,Divorced,Unknown,Blue,48,5,2,2,12286.00,997.00,11289.00,0.73,4960.00,83.00,0.73,0.08
720085233,Attrited Customer,51,Female,2,Doctorate,Divorced,Unknown,Blue,40,6,3,4,8930.00,2517.00,6413.00,0.66,2167.00,38.00,0.36,0.28
716178483,Existing Customer,41,Female,4,Uneducated,Unknown,$40k - $60k,Blue,29,4,3,2,2430.00,0.00,2430.00,0.57,4334.00,71.00,0.58,0.00
711535158,Attrited Customer,46,Female,1,College,Unknown,Unknown,Blue,35,5,3,3,2197.00,461.00,1736.00,0.64,1955.00,42.00,0.45,0.21
710015733,Attrited Customer,41,Female,1,Doctorate,Divorced,Less Than $40k,Blue,30,3,3,1,2029.00,621.00,1408.00,1.00,3142.00,37.00,0.85,0.31
712886733,Existing Customer,44,Female,1,Graduate,Unknown,Less Than $40k,Blue,32,3,3,3,1780.00,1338.00,442.00,0.97,4268.00,87.00,0.67,0.75
720473433,Existing Customer,59,Female,1,Graduate,Unknown,Less Than $40k,Blue,36,5,1,3,2621.00,2486.00,135.00,0.76,4955.00,78.00,0.73,0.95
780584658,Attrited Customer,33,Female,2,Uneducated,Unknown,$40k - $60k,Blue,22,4,2,2,1843.00,1293.00,550.00,0.35,2077.00,61.00,0.69,0.70
716403633,Existing Customer,60,Female,0,College,Divorced,Less Than $40k,Blue,50,5,3,2,3426.00,1650.00,1776.00,0.62,4467.00,69.00,1.03,0.48
708402333,Existing Customer,48,Female,2,Doctorate,Divorced,Unknown,Blue,37,6,2,0,4549.00,1313.00,3236.00,0.78,4782.00,88.00,0.66,0.29
789599283,Existing Customer,44,Female,3,College,Divorced,Unknown,Blue,38,5,3,2,2002.00,1448.00,554.00,0.73,3406.00,62.00,0.63,0.72
788756133,Existing Customer,44,Female,3,Unknown,Divorced,Less Than $40k,Blue,24,4,1,2,2617.00,1508.00,1109.00,1.39,4400.00,60.00,0.82,0.58
720281508,Existing Customer,44,Female,2,Doctorate,Divorced,Less Than $40k,Blue,34,3,1,2,2406.00,1491.00,915.00,0.61,4625.00,91.00,0.69,0.62
710086308,Existing Customer,46,Female,4,High School,Unknown,$40k - $60k,Blue,38,6,2,0,3645.00,1179.00,2466.00,0.56,4680.00,87.00,0.93,0.32
717074283,Attrited Customer,45,Female,3,Graduate,Divorced,Unknown,Blue,37,5,2,6,17678.00,0.00,17678.00,0.79,2566.00,49.00,0.82,0.00
715960308,Attrited Customer,53,Female,1,Graduate,Divorced,Less Than $40k,Blue,44,3,3,3,4090.00,2517.00,1573.00,0.56,2016.00,49.00,0.69,0.62
778289883,Attrited Customer,42,Female,2,Graduate,Unknown,Less Than $40k,Blue,32,3,3,3,1507.00,0.00,1507.00,0.81,2528.00,41.00,0.64,0.00
712173108,Existing Customer,48,Female,1,Unknown,Unknown,$40k - $60k,Blue,36,3,1,3,2447.00,1991.00,456.00,0.72,4228.00,82.00,0.71,0.81
714771708,Existing Customer,36,Female,0,College,Unknown,Unknown,Blue,26,5,3,3,4692.00,0.00,4692.00,0.84,4281.00,69.00,0.64,0.00
709711758,Attrited Customer,45,Female,3,Uneducated,Divorced,Less Than $40k,Blue,32,3,2,2,1942.00,0.00,1942.00,0.37,1853.00,31.00,0.11,0.00
820268358,Existing Customer,48,Female,4,Post-Graduate,Unknown,Less Than $40k,Blue,43,4,1,3,2357.00,1462.00,895.00,0.73,4534.00,75.00,1.03,0.62
713607108,Existing Customer,46,Female,2,College,Divorced,Less Than $40k,Blue,31,6,1,2,1852.00,1428.00,424.00,0.80,4486.00,61.00,0.85,0.77
717890583,Existing Customer,48,Female,1,Graduate,Divorced,$40k - $60k,Blue,38,4,1,2,3503.00,1572.00,1931.00,0.87,4671.00,93.00,0.63,0.45
710952933,Existing Customer,43,Female,1,Uneducated,Divorced,Less Than $40k,Blue,36,5,2,3,2077.00,1254.00,823.00,0.82,4226.00,75.00,1.14,0.60
716244933,Existing Customer,54,Female,3,High School,Divorced,Unknown,Blue,36,3,5,3,4806.00,0.00,4806.00,0.83,4674.00,87.00,0.74,0.00
713435058,Existing Customer,49,Female,5,High School,Divorced,Less Than $40k,Blue,42,5,2,3,1972.00,1489.00,483.00,0.69,4715.00,66.00,0.65,0.76
719216508,Existing Customer,55,Female,1,Unknown,Unknown,Less Than $40k,Blue,36,5,2,1,3258.00,2517.00,741.00,0.99,4960.00,77.00,0.75,0.77
710719683,Existing Customer,49,Female,1,High School,Divorced,$40k - $60k,Blue,43,3,3,2,3054.00,845.00,2209.00,0.73,4460.00,88.00,0.69,0.28
815088483,Existing Customer,28,Female,1,Graduate,Divorced,Less Than $40k,Blue,23,4,1,3,2543.00,1156.00,1387.00,0.64,3864.00,64.00,0.68,0.46
717139608,Existing Customer,50,Female,2,College,Divorced,Less Than $40k,Blue,36,3,2,3,3462.00,1817.00,1645.00,0.72,4635.00,65.00,0.71,0.53
789392883,Existing Customer,38,Female,3,Post-Graduate,Unknown,Less Than $40k,Blue,29,4,1,0,1878.00,1247.00,631.00,0.67,4650.00,71.00,0.61,0.66
709534083,Attrited Customer,58,Female,0,Uneducated,Divorced,Less Than $40k,Blue,36,3,2,6,9909.00,0.00,9909.00,0.47,1844.00,41.00,0.64,0.00
719545983,Existing Customer,31,Female,2,Post-Graduate,Unknown,Unknown,Blue,13,5,3,3,13882.00,0.00,13882.00,0.87,4798.00,82.00,0.82,0.00
716494383,Existing Customer,49,Female,3,Graduate,Unknown,$40k - $60k,Blue,41,3,2,2,3585.00,931.00,2654.00,0.62,4399.00,78.00,0.73,0.26
710595783,Existing Customer,46,Female,3,Graduate,Unknown,Unknown,Blue,39,4,1,2,6644.00,2082.00,4562.00,0.92,4659.00,76.00,0.85,0.31
714031083,Attrited Customer,46,Female,3,Graduate,Unknown,Unknown,Blue,30,3,2,1,8869.00,0.00,8869.00,0.41,1935.00,40.00,0.43,0.00
708234558,Existing Customer,55,Female,2,College,Divorced,Less Than $40k,Blue,43,5,2,1,2239.00,1340.00,899.00,0.66,4540.00,73.00,0.59,0.60
788937933,Existing Customer,39,Female,3,Graduate,Divorced,Less Than $40k,Blue,25,3,1,1,5494.00,1356.00,4138.00,0.46,3566.00,81.00,0.88,0.25
718757808,Existing Customer,56,Female,1,Uneducated,Unknown,$40k - $60k,Blue,46,4,3,3,2929.00,1287.00,1642.00,0.50,3875.00,67.00,0.60,0.44
779530908,Attrited Customer,48,Female,3,Unknown,Divorced,Less Than $40k,Blue,31,5,2,4,1438.30,0.00,1438.30,0.50,1897.00,58.00,0.71,0.00
809849358,Attrited Customer,55,Female,2,Graduate,Divorced,Less Than $40k,Blue,50,2,6,3,1720.00,0.00,1720.00,0.71,2719.00,36.00,0.44,0.00
708427908,Existing Customer,52,Female,4,College,Unknown,Less Than $40k,Blue,39,6,3,1,2035.00,1343.00,692.00,0.84,4643.00,86.00,0.69,0.66
718596858,Existing Customer,53,Female,4,Graduate,Divorced,$40k - $60k,Blue,45,5,3,1,3369.00,2424.00,945.00,0.83,5220.00,78.00,0.59,0.72
714688833,Existing Customer,47,Female,2,High School,Unknown,Less Than $40k,Blue,36,4,2,2,3139.00,0.00,3139.00,0.73,4892.00,95.00,0.83,0.00
715774833,Existing Customer,41,Female,2,Doctorate,Unknown,Less Than $40k,Blue,36,4,1,2,1801.00,940.00,861.00,0.59,3797.00,74.00,0.72,0.52
720008133,Existing Customer,45,Female,4,Graduate,Unknown,Unknown,Blue,36,4,1,3,3416.00,727.00,2689.00,0.58,4121.00,83.00,0.73,0.21
719531133,Existing Customer,46,Female,4,Unknown,Unknown,$40k - $60k,Blue,38,4,2,3,2505.00,0.00,2505.00,0.80,4384.00,80.00,0.86,0.00
716513358,Existing Customer,51,Female,2,Graduate,Divorced,Unknown,Blue,36,5,3,3,2069.00,1802.00,267.00,0.65,4402.00,91.00,0.75,0.87
789575583,Existing Customer,43,Female,2,Uneducated,Unknown,Unknown,Blue,36,5,1,0,6931.00,1380.00,5551.00,0.80,4437.00,64.00,0.88,0.20
715029333,Existing Customer,52,Female,2,Unknown,Divorced,Less Than $40k,Blue,36,4,2,3,2111.00,0.00,2111.00,0.83,4459.00,72.00,0.76,0.00
710563458,Existing Customer,43,Female,1,Graduate,Divorced,Unknown,Blue,30,5,3,3,9535.00,660.00,8875.00,0.94,4210.00,81.00,0.72,0.07
771500358,Existing Customer,43,Female,2,Uneducated,Divorced,Less Than $40k,Blue,31,5,3,1,4332.00,1313.00,3019.00,0.67,4093.00,84.00,0.83,0.30
709176108,Existing Customer,56,Female,4,Post-Graduate,Unknown,Less Than $40k,Blue,49,5,3,3,4604.00,621.00,3983.00,0.81,4586.00,79.00,0.65,0.14
717621333,Existing Customer,48,Female,3,Unknown,Divorced,Less Than $40k,Blue,36,5,2,1,2680.00,1871.00,809.00,0.96,4592.00,78.00,0.90,0.70
779217333,Existing Customer,59,Female,0,Graduate,Divorced,Less Than $40k,Blue,49,6,2,3,2228.00,1502.00,726.00,0.72,3922.00,75.00,1.03,0.67
720049083,Attrited Customer,35,Female,1,Unknown,Divorced,Unknown,Blue,24,5,3,3,1438.30,0.00,1438.30,0.85,2355.00,47.00,0.57,0.00
824172258,Existing Customer,34,Female,2,Unknown,Divorced,Less Than $40k,Blue,30,3,1,2,4408.00,1510.00,2898.00,0.73,4495.00,77.00,0.83,0.34
714738858,Existing Customer,52,Female,1,Graduate,Unknown,Less Than $40k,Blue,36,6,1,3,2873.00,1714.00,1159.00,0.80,4620.00,81.00,0.88,0.60
772409733,Existing Customer,39,Female,3,High School,Divorced,$40k - $60k,Blue,28,4,1,3,3400.00,2307.00,1093.00,0.90,4742.00,90.00,0.70,0.68
717534108,Existing Customer,48,Female,3,High School,Divorced,$40k - $60k,Blue,40,3,1,3,2405.00,1410.00,995.00,0.87,4421.00,79.00,0.88,0.59
711351108,Existing Customer,44,Female,3,High School,Unknown,Less Than $40k,Blue,36,3,3,2,2608.00,1804.00,804.00,0.85,4671.00,61.00,0.69,0.69
715615233,Existing Customer,60,Female,1,High School,Divorced,Less Than $40k,Blue,48,5,3,3,2737.00,1812.00,925.00,0.70,4507.00,86.00,0.96,0.66
713666058,Existing Customer,46,Female,5,College,Divorced,$40k - $60k,Blue,38,6,1,3,3276.00,1915.00,1361.00,0.67,4264.00,76.00,0.62,0.59
716170308,Existing Customer,27,Female,0,Graduate,Divorced,Unknown,Blue,36,5,1,0,13439.00,2003.00,11436.00,0.94,4715.00,86.00,0.72,0.15
711780108,Existing Customer,46,Female,4,Doctorate,Divorced,Less Than $40k,Blue,38,4,3,2,4120.00,1578.00,2542.00,0.38,4792.00,81.00,0.59,0.38
718967433,Existing Customer,34,Female,2,High School,Divorced,Less Than $40k,Blue,36,3,6,3,2426.00,0.00,2426.00,0.89,4918.00,81.00,0.80,0.00
778732158,Existing Customer,50,Female,3,Uneducated,Unknown,Unknown,Blue,30,4,1,3,1507.00,0.00,1507.00,0.65,4037.00,83.00,0.73,0.00
752766783,Existing Customer,43,Female,4,Graduate,Divorced,Unknown,Blue,36,5,2,2,11536.00,2074.00,9462.00,0.55,4106.00,81.00,0.72,0.18
716303583,Existing Customer,55,Female,2,Graduate,Unknown,Less Than $40k,Blue,36,5,1,2,2712.00,1617.00,1095.00,0.72,4858.00,73.00,0.74,0.60
778550583,Existing Customer,43,Female,1,High School,Unknown,$40k - $60k,Blue,35,6,3,2,1766.00,0.00,1766.00,0.78,4808.00,87.00,0.67,0.00
711181608,Existing Customer,50,Female,2,Graduate,Unknown,Less Than $40k,Blue,40,3,2,3,1606.00,0.00,1606.00,0.82,4129.00,68.00,0.74,0.00
711790308,Attrited Customer,54,Female,0,High School,Unknown,Less Than $40k,Blue,34,4,3,3,2223.00,632.00,1591.00,0.67,2538.00,49.00,0.58,0.28
712046808,Attrited Customer,49,Female,3,Doctorate,Divorced,Unknown,Blue,42,1,3,3,3802.00,1558.00,2244.00,0.49,2003.00,43.00,0.59,0.41
712637283,Existing Customer,36,Female,2,Unknown,Unknown,Less Than $40k,Blue,28,6,1,2,2169.00,1602.00,567.00,0.67,5182.00,78.00,0.81,0.74
708689958,Existing Customer,48,Female,4,Unknown,Unknown,Less Than $40k,Blue,36,4,3,2,2406.00,1744.00,662.00,0.69,4748.00,88.00,0.69,0.73
720269283,Existing Customer,48,Female,3,Unknown,Unknown,$40k - $60k,Blue,33,3,2,2,2485.00,1651.00,834.00,1.10,4351.00,86.00,0.83,0.66
814586958,Existing Customer,43,Female,2,College,Divorced,Unknown,Blue,38,4,3,2,3264.00,2042.00,1222.00,0.75,4624.00,75.00,0.71,0.63
713918358,Existing Customer,31,Female,0,Uneducated,Divorced,Unknown,Blue,36,6,3,1,5190.00,1682.00,3508.00,0.89,4900.00,81.00,0.80,0.32
709054083,Existing Customer,50,Female,1,Graduate,Unknown,Less Than $40k,Blue,32,6,1,3,2652.00,1911.00,741.00,0.83,4816.00,79.00,0.88,0.72
710150208,Existing Customer,44,Female,4,Post-Graduate,Divorced,Less Than $40k,Blue,26,4,1,3,2295.00,1250.00,1045.00,0.91,3834.00,69.00,0.64,0.55
712891833,Existing Customer,45,Female,2,Graduate,Unknown,Less Than $40k,Blue,36,3,1,1,2723.00,1902.00,821.00,0.72,3875.00,84.00,0.75,0.70
771201408,Existing Customer,53,Female,3,Graduate,Divorced,Less Than $40k,Blue,40,3,2,3,2684.00,2126.00,558.00,0.69,5299.00,75.00,0.88,0.79
710508858,Existing Customer,44,Female,2,High School,Unknown,Less Than $40k,Blue,34,5,1,3,3226.00,2517.00,709.00,0.82,4317.00,81.00,0.88,0.78
710853033,Existing Customer,36,Female,1,Doctorate,Unknown,Less Than $40k,Blue,36,3,2,2,4943.00,1204.00,3739.00,0.42,4024.00,82.00,0.78,0.24
714252933,Existing Customer,52,Female,2,College,Divorced,Less Than $40k,Blue,45,4,2,3,1438.30,0.00,1438.30,0.74,4737.00,80.00,0.82,0.00
711216933,Existing Customer,42,Female,1,High School,Married,Less Than $40k,Blue,36,4,3,1,2190.00,1299.00,891.00,0.94,5026.00,77.00,0.71,0.59
803398983,Existing Customer,35,Female,3,Unknown,Divorced,Less Than $40k,Blue,29,4,2,3,1511.00,864.00,647.00,0.71,4823.00,64.00,0.83,0.57
815320383,Attrited Customer,46,Female,3,Unknown,Unknown,Less Than $40k,Blue,41,5,3,2,4710.00,0.00,4710.00,0.72,2690.00,43.00,0.96,0.00
720219633,Existing Customer,52,Female,0,Graduate,Unknown,$40k - $60k,Blue,42,4,3,2,2723.00,1544.00,1179.00,0.79,4108.00,70.00,1.26,0.57
712507758,Existing Customer,36,Female,2,College,Unknown,Unknown,Blue,24,6,3,3,3448.00,1903.00,1545.00,0.84,5471.00,87.00,0.64,0.55
720895533,Existing Customer,32,Female,4,Unknown,Married,Less Than $40k,Blue,22,6,3,3,1438.30,1056.00,382.30,0.99,4885.00,78.00,1.05,0.73
711949683,Attrited Customer,55,Female,2,College,Divorced,$40k - $60k,Blue,36,6,2,3,4410.00,2517.00,1893.00,0.53,1883.00,44.00,0.63,0.57
787747308,Attrited Customer,49,Female,4,Uneducated,Unknown,Less Than $40k,Blue,39,6,3,2,3468.00,2517.00,951.00,0.75,2494.00,39.00,0.35,0.73
779104608,Attrited Customer,34,Female,3,High School,Unknown,Unknown,Blue,15,5,1,3,1438.30,0.00,1438.30,0.69,2819.00,48.00,0.60,0.00
715477233,Existing Customer,55,Female,1,High School,Unknown,Unknown,Blue,36,3,2,3,6968.00,1430.00,5538.00,0.95,4037.00,69.00,1.03,0.21
817607358,Attrited Customer,44,Female,2,High School,Unknown,Unknown,Gold,35,3,3,3,34516.00,0.00,34516.00,0.77,2227.00,44.00,0.63,0.00
720933408,Existing Customer,56,Female,2,Uneducated,Unknown,Less Than $40k,Blue,36,3,1,2,8438.00,1825.00,6613.00,0.59,4798.00,89.00,0.71,0.22
719534058,Existing Customer,26,Female,0,Graduate,Unknown,Less Than $40k,Blue,14,3,2,1,2163.00,1942.00,221.00,0.58,4380.00,57.00,0.78,0.90
789479058,Existing Customer,45,Female,4,College,Divorced,$40k - $60k,Blue,37,5,3,3,1438.30,0.00,1438.30,0.84,4459.00,66.00,0.83,0.00
719384433,Attrited Customer,44,Female,3,High School,Divorced,Less Than $40k,Blue,28,5,2,3,1877.00,1203.00,674.00,0.65,2581.00,57.00,0.78,0.64
720924633,Existing Customer,40,Female,5,Graduate,Unknown,Less Than $40k,Blue,27,4,2,1,1438.30,0.00,1438.30,0.98,4397.00,73.00,0.55,0.00
709231683,Existing Customer,36,Female,2,Graduate,Unknown,$40k - $60k,Blue,23,6,2,3,2024.00,901.00,1123.00,0.66,4861.00,84.00,0.75,0.45
710074458,Existing Customer,41,Female,5,High School,Divorced,Less Than $40k,Blue,34,3,1,3,2137.00,996.00,1141.00,0.63,4290.00,90.00,0.88,0.47
709365483,Existing Customer,45,Female,2,Doctorate,Divorced,$40k - $60k,Blue,36,5,3,3,2788.00,1826.00,962.00,0.52,4437.00,67.00,0.60,0.66
770956158,Existing Customer,43,Female,4,Graduate,Unknown,Less Than $40k,Blue,30,3,2,1,2397.00,2151.00,246.00,0.84,4140.00,68.00,0.74,0.90
718263108,Attrited Customer,44,Female,3,Unknown,Divorced,Less Than $40k,Blue,32,3,3,2,1693.00,1457.00,236.00,0.92,2829.00,42.00,0.62,0.86
715496808,Existing Customer,53,Female,1,Graduate,Married,$40k - $60k,Blue,36,6,3,3,2712.00,2487.00,225.00,0.57,4159.00,69.00,0.68,0.92
711020358,Existing Customer,52,Female,3,Uneducated,Unknown,$40k - $60k,Blue,36,5,2,2,2498.00,1650.00,848.00,0.67,4434.00,79.00,0.84,0.66
788769783,Existing Customer,42,Female,4,College,Divorced,Less Than $40k,Blue,23,6,1,3,1878.00,1024.00,854.00,0.76,4707.00,74.00,0.90,0.55
716485308,Existing Customer,43,Female,2,Unknown,Unknown,Less Than $40k,Blue,36,4,3,3,1780.00,1541.00,239.00,0.84,5008.00,93.00,0.72,0.87
714658233,Existing Customer,46,Female,5,High School,Unknown,Less Than $40k,Blue,37,4,3,3,1438.30,725.00,713.30,0.72,3916.00,79.00,0.80,0.50
720831783,Existing Customer,50,Female,0,High School,Unknown,Less Than $40k,Blue,36,3,2,1,2242.00,888.00,1354.00,0.66,4708.00,81.00,0.56,0.40
709232808,Attrited Customer,44,Female,3,Unknown,Divorced,$40k - $60k,Blue,34,2,3,2,1689.00,0.00,1689.00,0.20,1588.00,37.00,0.28,0.00
714266883,Attrited Customer,54,Female,4,Post-Graduate,Unknown,Less Than $40k,Blue,44,5,3,3,2440.00,503.00,1937.00,0.42,2334.00,51.00,0.59,0.21
785351133,Existing Customer,61,Female,1,Graduate,Unknown,$40k - $60k,Blue,55,4,3,3,1438.30,0.00,1438.30,0.57,4518.00,81.00,0.72,0.00
720349983,Existing Customer,32,Female,1,Unknown,Divorced,Less Than $40k,Blue,19,3,2,1,1438.30,0.00,1438.30,0.69,4593.00,79.00,0.61,0.00
